source_genesymbol	target_genesymbol	sign
UBC_UBE2S	CBLC	1
UBB_UBE2I	CBLC	1
UBA52_UBE2L6	CBLC	1
UBC_UBE2I	CBLC	1
UBA52_UBE2D2	CBLC	1
UBC_UBE2E3	CBLC	1
RPS27A_UBE2Q1	CBLC	1
RPS27A_UBE2M	CBLC	1
UBC_UBE2D4	CBLC	1
UBB_UBE2B	CBLC	1
UBB_UBE2L5	CBLC	1
BIRC6_RPS27A	CBLC	1
UBC_UBE2NL	CBLC	1
RPS27A_UBE2U	CBLC	1
EID1	CREBBP	-1
CAMK2D	ANKRD28	-1
UBB_UBE2G2	TRIM62	1
UBA52_UBE2G1	TRIM62	1
UBA52_UBE2V1	TRIM62	1
UBA52_UBE2S	TRIM62	1
UBB_UBE2H	TRIM62	1
UBC_UBE2V1	TRIM62	1
UBC_UBE2W	TRIM62	1
UBB_UBE2U	TRIM62	1
UBA52_UBE2T	TRIM62	1
RPS27A_UBE2I	TRIM62	1
UBA52_UBE2J1	TRIM62	1
UBA52_UBE2L5	TRIM62	1
UBC_UBE2J1	TRIM62	1
UBC_UBE2A	TRIM62	1
UBB_UBE2C	TRIM62	1
UBC_UBE2D1	TRIM62	1
UBB_UBE2Q1	TRIM62	1
RPS27A_UBE2G1	TRIM62	1
RPS27A_UBE2D2	TRIM62	1
UBC_UBE2B	TRIM62	1
UBB_UBE2E2	TRIM62	1
UBA52_UBE2Z	TRIM62	1
RPS27A_UBE2L3	TRIM62	1
UBA52_UBE2B	TRIM62	1
UBB_UBE2L6	TRIM62	1
UBC_UBE2H	TRIM62	1
UBB_UBE2J2	TRIM62	1
RPS27A_UBE2L6	TRIM62	1
UBB_UBE2D4	TRIM62	1
RPS27A_UBE2K	TRIM62	1
UBB_UBE2D3	TRIM62	1
RPS27A_UBE2N	TRIM62	1
UBA52_UBE2E1	TRIM62	1
RPS27A_UBE2V1	TRIM62	1
UBC_UBE2Z	TRIM62	1
RPS27A_UBE2H	TRIM62	1
RPS27A_UBE2L5	TRIM62	1
UBA52_UBE2N	TRIM62	1
RPS27A_UBE2D3	TRIM62	1
RPS27A_UBE2R2	TRIM62	1
UBC_UBE2E2	TRIM62	1
UBA52_UBE2W	TRIM62	1
UBC_UBE2L3	TRIM62	1
UBB_UBE2D2	TRIM62	1
UBB_UBE2M	TRIM62	1
RPS27A_UBE2V2	TRIM62	1
RPS27A_UBE2NL	TRIM62	1
BIRC6_UBB	TRIM62	1
UBC_UBE2L6	TRIM62	1
RPS27A_UBE2G2	TRIM62	1
UBA52_UBE2Q1	TRIM62	1
UBC_UBE2M	TRIM62	1
RPS27A_UBE2J1	TRIM62	1
UBC_UBE2E1	TRIM62	1
UBA52_UBE2E2	TRIM62	1
UBC_UBE2Q2	TRIM62	1
RPS27A_UBE2D1	TRIM62	1
UBA52_UBE2G2	TRIM62	1
UBC_UBE2K	TRIM62	1
UBA52_UBE2NL	TRIM62	1
RPS27A_UBE2E1	TRIM62	1
UBB_UBE2J1	TRIM62	1
UBA52_UBE2E3	TRIM62	1
UBB_UBE2K	TRIM62	1
UBC_UBE2V2	TRIM62	1
UBB_UBE2W	TRIM62	1
UBC_UBE2L5	TRIM62	1
UBA52_UBE2R2	TRIM62	1
UBA52_UBE2K	TRIM62	1
UBB_UBE2N	TRIM62	1
UBB_UBE2V2	TRIM62	1
UBA52_UBE2Q2	TRIM62	1
UBA52_UBE2C	TRIM62	1
RPS27A_UBE2A	TRIM62	1
UBC_UBE2G1	TRIM62	1
UBB_UBE2Z	TRIM62	1
UBC_UBE2J2	TRIM62	1
RPS27A_UBE2E3	TRIM62	1
UBC_UBE2R2	TRIM62	1
RPS27A_UBE2Z	TRIM62	1
UBC_UBE2T	TRIM62	1
UBB_UBE2E1	TRIM62	1
UBA52_UBE2M	TRIM62	1
UBB_UBE2D1	TRIM62	1
UBC_UBE2D2	TRIM62	1
UBB_UBE2L3	TRIM62	1
RPS27A_UBE2J2	TRIM62	1
UBC_UBE2N	TRIM62	1
UBA52_UBE2D4	TRIM62	1
UBC_UBE2G2	TRIM62	1
RPS27A_UBE2W	TRIM62	1
BIRC6_UBC	TRIM62	1
RPS27A_UBE2E2	TRIM62	1
UBB_UBE2A	TRIM62	1
UBC_UBE2C	TRIM62	1
UBB_UBE2E3	TRIM62	1
UBB_UBE2NL	TRIM62	1
RPS27A_UBE2S	TRIM62	1
UBB_UBE2R2	TRIM62	1
UBC_UBE2Q1	TRIM62	1
UBA52_UBE2A	TRIM62	1
RPS27A_UBE2B	TRIM62	1
UBB_UBE2G1	TRIM62	1
UBB_UBE2Q2	TRIM62	1
RPS27A_UBE2Q2	TRIM62	1
UBB_UBE2T	TRIM62	1
UBC_UBE2D3	TRIM62	1
BIRC6_UBA52	TRIM62	1
UBA52_UBE2H	TRIM62	1
UBA52_UBE2D1	TRIM62	1
UBA52_UBE2I	TRIM62	1
UBA52_UBE2U	TRIM62	1
UBB_UBE2V1	TRIM62	1
RPS27A_UBE2C	TRIM62	1
UBA52_UBE2V2	TRIM62	1
UBA52_UBE2L3	TRIM62	1
RPS27A_UBE2D4	TRIM62	1
UBA52_UBE2D3	TRIM62	1
UBA52_UBE2J2	TRIM62	1
RPS27A_UBE2T	TRIM62	1
UBB_UBE2S	TRIM62	1
UBC_UBE2U	TRIM62	1
UBC_UBE2S	TRIM62	1
UBB_UBE2I	TRIM62	1
UBA52_UBE2L6	TRIM62	1
UBC_UBE2I	TRIM62	1
UBA52_UBE2D2	TRIM62	1
UBC_UBE2E3	TRIM62	1
RPS27A_UBE2Q1	TRIM62	1
RPS27A_UBE2M	TRIM62	1
UBC_UBE2D4	TRIM62	1
UBB_UBE2B	TRIM62	1
UBB_UBE2L5	TRIM62	1
BIRC6_RPS27A	TRIM62	1
UBC_UBE2NL	TRIM62	1
RPS27A_UBE2U	TRIM62	1
CDK3	RB1	1
RCHY1	POLH	-1
GCC1	ITSN1	1
AURKB	NDC80	1
FAM83C	CSNK1A1	1
MAML1	MEF2C	1
SMO	GNG2	1
CCNB1_CDK1	SREBF1	1
CLASP1	CLIP2	1
MAPK10	JUN	1
DZIP3	H2AC7	1
PCDHA10	PCDHGA4	1
DOCK6	RAC1	1
MAPK11	TCF3	1
MUL1	DNM1L	1
NR2F2	MYOD1	-1
DLGAP5	SHANK1	1
PCGF2	HSF2	-1
UBB_UBE2G2	RBCK1	1
UBA52_UBE2G1	RBCK1	1
UBA52_UBE2V1	RBCK1	1
UBA52_UBE2S	RBCK1	1
UBB_UBE2H	RBCK1	1
UBC_UBE2V1	RBCK1	1
UBC_UBE2W	RBCK1	1
UBB_UBE2U	RBCK1	1
UBA52_UBE2T	RBCK1	1
RPS27A_UBE2I	RBCK1	1
UBA52_UBE2J1	RBCK1	1
UBA52_UBE2L5	RBCK1	1
UBC_UBE2J1	RBCK1	1
UBC_UBE2A	RBCK1	1
UBB_UBE2C	RBCK1	1
UBC_UBE2D1	RBCK1	1
UBB_UBE2Q1	RBCK1	1
RPS27A_UBE2G1	RBCK1	1
RPS27A_UBE2D2	RBCK1	1
UBC_UBE2B	RBCK1	1
UBB_UBE2E2	RBCK1	1
UBA52_UBE2Z	RBCK1	1
RPS27A_UBE2L3	RBCK1	1
UBA52_UBE2B	RBCK1	1
UBB_UBE2L6	RBCK1	1
UBC_UBE2H	RBCK1	1
UBB_UBE2J2	RBCK1	1
RPS27A_UBE2L6	RBCK1	1
UBB_UBE2D4	RBCK1	1
RPS27A_UBE2K	RBCK1	1
UBB_UBE2D3	RBCK1	1
RPS27A_UBE2N	RBCK1	1
UBA52_UBE2E1	RBCK1	1
RPS27A_UBE2V1	RBCK1	1
UBC_UBE2Z	RBCK1	1
RPS27A_UBE2H	RBCK1	1
RPS27A_UBE2L5	RBCK1	1
UBA52_UBE2N	RBCK1	1
RPS27A_UBE2D3	RBCK1	1
RPS27A_UBE2R2	RBCK1	1
UBC_UBE2E2	RBCK1	1
UBA52_UBE2W	RBCK1	1
UBC_UBE2L3	RBCK1	1
UBB_UBE2D2	RBCK1	1
UBB_UBE2M	RBCK1	1
RPS27A_UBE2V2	RBCK1	1
RPS27A_UBE2NL	RBCK1	1
BIRC6_UBB	RBCK1	1
UBC_UBE2L6	RBCK1	1
RPS27A_UBE2G2	RBCK1	1
UBA52_UBE2Q1	RBCK1	1
UBC_UBE2M	RBCK1	1
RPS27A_UBE2J1	RBCK1	1
UBC_UBE2E1	RBCK1	1
UBA52_UBE2E2	RBCK1	1
UBC_UBE2Q2	RBCK1	1
RPS27A_UBE2D1	RBCK1	1
UBA52_UBE2G2	RBCK1	1
UBC_UBE2K	RBCK1	1
UBA52_UBE2NL	RBCK1	1
RPS27A_UBE2E1	RBCK1	1
UBB_UBE2J1	RBCK1	1
UBA52_UBE2E3	RBCK1	1
UBB_UBE2K	RBCK1	1
UBC_UBE2V2	RBCK1	1
UBB_UBE2W	RBCK1	1
UBC_UBE2L5	RBCK1	1
UBA52_UBE2R2	RBCK1	1
UBA52_UBE2K	RBCK1	1
UBB_UBE2N	RBCK1	1
UBB_UBE2V2	RBCK1	1
UBA52_UBE2Q2	RBCK1	1
UBA52_UBE2C	RBCK1	1
RPS27A_UBE2A	RBCK1	1
UBC_UBE2G1	RBCK1	1
UBB_UBE2Z	RBCK1	1
UBC_UBE2J2	RBCK1	1
RPS27A_UBE2E3	RBCK1	1
UBC_UBE2R2	RBCK1	1
RPS27A_UBE2Z	RBCK1	1
UBC_UBE2T	RBCK1	1
UBB_UBE2E1	RBCK1	1
UBA52_UBE2M	RBCK1	1
UBB_UBE2D1	RBCK1	1
UBC_UBE2D2	RBCK1	1
UBB_UBE2L3	RBCK1	1
RPS27A_UBE2J2	RBCK1	1
UBC_UBE2N	RBCK1	1
UBA52_UBE2D4	RBCK1	1
UBC_UBE2G2	RBCK1	1
RPS27A_UBE2W	RBCK1	1
BIRC6_UBC	RBCK1	1
RPS27A_UBE2E2	RBCK1	1
UBB_UBE2A	RBCK1	1
UBC_UBE2C	RBCK1	1
UBB_UBE2E3	RBCK1	1
UBB_UBE2NL	RBCK1	1
RPS27A_UBE2S	RBCK1	1
UBB_UBE2R2	RBCK1	1
UBC_UBE2Q1	RBCK1	1
UBA52_UBE2A	RBCK1	1
RPS27A_UBE2B	RBCK1	1
UBB_UBE2G1	RBCK1	1
UBB_UBE2Q2	RBCK1	1
RPS27A_UBE2Q2	RBCK1	1
UBB_UBE2T	RBCK1	1
UBC_UBE2D3	RBCK1	1
BIRC6_UBA52	RBCK1	1
UBA52_UBE2H	RBCK1	1
UBA52_UBE2D1	RBCK1	1
UBA52_UBE2I	RBCK1	1
UBA52_UBE2U	RBCK1	1
UBB_UBE2V1	RBCK1	1
RPS27A_UBE2C	RBCK1	1
UBA52_UBE2V2	RBCK1	1
UBA52_UBE2L3	RBCK1	1
RPS27A_UBE2D4	RBCK1	1
UBA52_UBE2D3	RBCK1	1
UBA52_UBE2J2	RBCK1	1
RPS27A_UBE2T	RBCK1	1
UBB_UBE2S	RBCK1	1
UBC_UBE2U	RBCK1	1
UBC_UBE2S	RBCK1	1
UBB_UBE2I	RBCK1	1
UBA52_UBE2L6	RBCK1	1
UBC_UBE2I	RBCK1	1
UBA52_UBE2D2	RBCK1	1
UBC_UBE2E3	RBCK1	1
RPS27A_UBE2Q1	RBCK1	1
RPS27A_UBE2M	RBCK1	1
UBC_UBE2D4	RBCK1	1
UBB_UBE2B	RBCK1	1
UBB_UBE2L5	RBCK1	1
BIRC6_RPS27A	RBCK1	1
UBC_UBE2NL	RBCK1	1
RPS27A_UBE2U	RBCK1	1
HCFC1	CREB3	1
AHCYL1	PAPOLA	-1
DAB2IP	STAT3	-1
OMA1	OPA1	1
WWP1	TGFBR1	-1
PRKCB	KCNC4	-1
S100A8_S100A9	AGER	1
RPS6KA3	CASP8	-1
ARHGAP28	RHOA	-1
PPP1CA	MECOM	-1
GALR1	GNAI1	1
UBB_UBE2G2	TRIM4	1
UBA52_UBE2G1	TRIM4	1
UBA52_UBE2V1	TRIM4	1
UBA52_UBE2S	TRIM4	1
UBB_UBE2H	TRIM4	1
UBC_UBE2V1	TRIM4	1
UBC_UBE2W	TRIM4	1
UBB_UBE2U	TRIM4	1
UBA52_UBE2T	TRIM4	1
RPS27A_UBE2I	TRIM4	1
UBA52_UBE2J1	TRIM4	1
UBA52_UBE2L5	TRIM4	1
UBC_UBE2J1	TRIM4	1
UBC_UBE2A	TRIM4	1
UBB_UBE2C	TRIM4	1
UBC_UBE2D1	TRIM4	1
UBB_UBE2Q1	TRIM4	1
RPS27A_UBE2G1	TRIM4	1
RPS27A_UBE2D2	TRIM4	1
UBC_UBE2B	TRIM4	1
UBB_UBE2E2	TRIM4	1
UBA52_UBE2Z	TRIM4	1
RPS27A_UBE2L3	TRIM4	1
UBA52_UBE2B	TRIM4	1
UBB_UBE2L6	TRIM4	1
UBC_UBE2H	TRIM4	1
UBB_UBE2J2	TRIM4	1
RPS27A_UBE2L6	TRIM4	1
UBB_UBE2D4	TRIM4	1
RPS27A_UBE2K	TRIM4	1
UBB_UBE2D3	TRIM4	1
RPS27A_UBE2N	TRIM4	1
UBA52_UBE2E1	TRIM4	1
RPS27A_UBE2V1	TRIM4	1
UBC_UBE2Z	TRIM4	1
RPS27A_UBE2H	TRIM4	1
RPS27A_UBE2L5	TRIM4	1
UBA52_UBE2N	TRIM4	1
RPS27A_UBE2D3	TRIM4	1
RPS27A_UBE2R2	TRIM4	1
UBC_UBE2E2	TRIM4	1
UBA52_UBE2W	TRIM4	1
UBC_UBE2L3	TRIM4	1
UBB_UBE2D2	TRIM4	1
UBB_UBE2M	TRIM4	1
RPS27A_UBE2V2	TRIM4	1
RPS27A_UBE2NL	TRIM4	1
BIRC6_UBB	TRIM4	1
UBC_UBE2L6	TRIM4	1
RPS27A_UBE2G2	TRIM4	1
UBA52_UBE2Q1	TRIM4	1
UBC_UBE2M	TRIM4	1
RPS27A_UBE2J1	TRIM4	1
UBC_UBE2E1	TRIM4	1
UBA52_UBE2E2	TRIM4	1
UBC_UBE2Q2	TRIM4	1
RPS27A_UBE2D1	TRIM4	1
UBA52_UBE2G2	TRIM4	1
UBC_UBE2K	TRIM4	1
UBA52_UBE2NL	TRIM4	1
RPS27A_UBE2E1	TRIM4	1
UBB_UBE2J1	TRIM4	1
UBA52_UBE2E3	TRIM4	1
UBB_UBE2K	TRIM4	1
UBC_UBE2V2	TRIM4	1
UBB_UBE2W	TRIM4	1
UBC_UBE2L5	TRIM4	1
UBA52_UBE2R2	TRIM4	1
UBA52_UBE2K	TRIM4	1
UBB_UBE2N	TRIM4	1
UBB_UBE2V2	TRIM4	1
UBA52_UBE2Q2	TRIM4	1
UBA52_UBE2C	TRIM4	1
RPS27A_UBE2A	TRIM4	1
UBC_UBE2G1	TRIM4	1
UBB_UBE2Z	TRIM4	1
UBC_UBE2J2	TRIM4	1
RPS27A_UBE2E3	TRIM4	1
UBC_UBE2R2	TRIM4	1
RPS27A_UBE2Z	TRIM4	1
UBC_UBE2T	TRIM4	1
UBB_UBE2E1	TRIM4	1
UBA52_UBE2M	TRIM4	1
UBB_UBE2D1	TRIM4	1
UBC_UBE2D2	TRIM4	1
UBB_UBE2L3	TRIM4	1
RPS27A_UBE2J2	TRIM4	1
UBC_UBE2N	TRIM4	1
UBA52_UBE2D4	TRIM4	1
UBC_UBE2G2	TRIM4	1
RPS27A_UBE2W	TRIM4	1
BIRC6_UBC	TRIM4	1
RPS27A_UBE2E2	TRIM4	1
UBB_UBE2A	TRIM4	1
UBC_UBE2C	TRIM4	1
UBB_UBE2E3	TRIM4	1
UBB_UBE2NL	TRIM4	1
RPS27A_UBE2S	TRIM4	1
UBB_UBE2R2	TRIM4	1
UBC_UBE2Q1	TRIM4	1
UBA52_UBE2A	TRIM4	1
RPS27A_UBE2B	TRIM4	1
UBB_UBE2G1	TRIM4	1
UBB_UBE2Q2	TRIM4	1
RPS27A_UBE2Q2	TRIM4	1
UBB_UBE2T	TRIM4	1
UBC_UBE2D3	TRIM4	1
BIRC6_UBA52	TRIM4	1
UBA52_UBE2H	TRIM4	1
UBA52_UBE2D1	TRIM4	1
UBA52_UBE2I	TRIM4	1
UBA52_UBE2U	TRIM4	1
UBB_UBE2V1	TRIM4	1
RPS27A_UBE2C	TRIM4	1
UBA52_UBE2V2	TRIM4	1
UBA52_UBE2L3	TRIM4	1
RPS27A_UBE2D4	TRIM4	1
UBA52_UBE2D3	TRIM4	1
UBA52_UBE2J2	TRIM4	1
RPS27A_UBE2T	TRIM4	1
UBB_UBE2S	TRIM4	1
UBC_UBE2U	TRIM4	1
UBC_UBE2S	TRIM4	1
UBB_UBE2I	TRIM4	1
UBA52_UBE2L6	TRIM4	1
UBC_UBE2I	TRIM4	1
UBA52_UBE2D2	TRIM4	1
UBC_UBE2E3	TRIM4	1
RPS27A_UBE2Q1	TRIM4	1
RPS27A_UBE2M	TRIM4	1
UBC_UBE2D4	TRIM4	1
UBB_UBE2B	TRIM4	1
UBB_UBE2L5	TRIM4	1
BIRC6_RPS27A	TRIM4	1
UBC_UBE2NL	TRIM4	1
RPS27A_UBE2U	TRIM4	1
PRKD1	SNAI1	-1
PRKDC	PNKP	1
SRC	EMD	-1
SRC	MUC1	1
PRKCB	EWSR1	-1
ADRA1D	GNAS	1
PLK1	NCAPH2	1
TRAF6	HK2	-1
AKT1	RARA	1
GRK6	BDKRB2	-1
MAPK1	PARVA	1
ITGB1BP1	ITGA3_ITGB1	-1
MARK3	ARHGEF2	1
CCNB1_CDK1	CDC25A	1
USP8	RNF41	1
RNF41	USP8	-1
ABL2	CRK	1
CSNK2A1	VDR	1
MYT1L	SIN3B	1
UBA52	PRKN	1
PTPN13	ABL1	-1
RNF7	DEPTOR	-1
PTPN1	KRT8	-1
MIB1	DLL1	1
FGF14	SCN11A	-1
ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27	CCNF	-1
PRKCG	APTX	1
PELI1	BIRC3	1
CDK2	RECQL4	1
AKT1	GATA1	1
CAMK2B	PRKAA1	1
VPS11	RDX	1
PTK6	AKT1	1
IFNAR1_IFNAR2	PIK3CA_PIK3R1	1
AKT2	AKT1S1_DEPTOR_MLST8_MTOR_RPTOR	1
CDKN1A	CDK6	-1
CDK6	CDKN1A	-1
PLK1	TRIOBP	1
MAP3K14	CHUK_IKBKB_IKBKG	1
GPHN	NLGN2	1
RNF146	APC_AXIN1_GSK3B	-1
PPP2CA	MKNK1	-1
PAK5	TCF3	1
STOML2	PLCG1	1
JAK2	SLC6A8	-1
PRKACA	RXRA	1
AURKA	ARHGEF2	-1
CUL1_RBX1_SKP1	HIPK2	-1
PIM1	PSMD2	1
ITSN1	AP2A2_AP2B1_AP2M1_AP2S1_CHEBI:18348_CLTA_CLTB_CLTC_CLTCL1	1
PCDH19	GABRA6	1
STK11	MARK1	1
TNPO1	HNRNPA1	1
LPAR2	GNAZ	1
CLASP2	CLIP1	1
CHEK1	NFKB1	-1
POMT1_POMT2	CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2	1
EIF4H	EIF4A1	1
NCOR2	BCL6	1
MAPK1	CDK2	1
PRKCD	ITGB7	1
DRD1	GNAQ	1
EIF2B5	EIF2S3	1
RPS6KA3	ESR1	1
TRIM9	VASP	-1
MCHR2	GNA12	1
MAPK1	MAPKAPK5	1
CALM1	NOS3	1
PPP2CA	DCK	-1
LPAR3	GNA14	1
MECOM	DNMT3A	1
CEP63	CDK2	1
PPM1D	MAPK12	-1
PDPK1	CARD11	1
DLK1	FN1	1
NDFIP2	NEDD4	1
NBEA	NOTCH1	-1
LATS2	YWHAG	1
STUB1	SMAD5	-1
AP2M1	EGFR	-1
HDLBP	BRCA1	1
DRD5	GNAZ	1
SYN2	ACTB	1
MYC	DNMT3A	1
PRKACA	KCNK9	1
CBX1	H3C3	1
APC_AXIN1_GSK3B	CSNK1D	1
CSNK1D	APC_AXIN1_GSK3B	1
TSPOAP1	RIMS3	-1
TACR3	GNA14	1
UBB_UBE2G2	RNF19B	1
UBA52_UBE2G1	RNF19B	1
UBA52_UBE2V1	RNF19B	1
UBA52_UBE2S	RNF19B	1
UBB_UBE2H	RNF19B	1
UBC_UBE2V1	RNF19B	1
UBC_UBE2W	RNF19B	1
UBB_UBE2U	RNF19B	1
UBA52_UBE2T	RNF19B	1
RPS27A_UBE2I	RNF19B	1
UBA52_UBE2J1	RNF19B	1
UBA52_UBE2L5	RNF19B	1
UBC_UBE2J1	RNF19B	1
UBC_UBE2A	RNF19B	1
UBB_UBE2C	RNF19B	1
UBC_UBE2D1	RNF19B	1
UBB_UBE2Q1	RNF19B	1
RPS27A_UBE2G1	RNF19B	1
RPS27A_UBE2D2	RNF19B	1
UBC_UBE2B	RNF19B	1
UBB_UBE2E2	RNF19B	1
UBA52_UBE2Z	RNF19B	1
RPS27A_UBE2L3	RNF19B	1
UBA52_UBE2B	RNF19B	1
UBB_UBE2L6	RNF19B	1
UBC_UBE2H	RNF19B	1
UBB_UBE2J2	RNF19B	1
RPS27A_UBE2L6	RNF19B	1
UBB_UBE2D4	RNF19B	1
RPS27A_UBE2K	RNF19B	1
UBB_UBE2D3	RNF19B	1
RPS27A_UBE2N	RNF19B	1
UBA52_UBE2E1	RNF19B	1
RPS27A_UBE2V1	RNF19B	1
UBC_UBE2Z	RNF19B	1
RPS27A_UBE2H	RNF19B	1
RPS27A_UBE2L5	RNF19B	1
UBA52_UBE2N	RNF19B	1
RPS27A_UBE2D3	RNF19B	1
RPS27A_UBE2R2	RNF19B	1
UBC_UBE2E2	RNF19B	1
UBA52_UBE2W	RNF19B	1
UBC_UBE2L3	RNF19B	1
UBB_UBE2D2	RNF19B	1
UBB_UBE2M	RNF19B	1
RPS27A_UBE2V2	RNF19B	1
RPS27A_UBE2NL	RNF19B	1
BIRC6_UBB	RNF19B	1
UBC_UBE2L6	RNF19B	1
RPS27A_UBE2G2	RNF19B	1
UBA52_UBE2Q1	RNF19B	1
UBC_UBE2M	RNF19B	1
RPS27A_UBE2J1	RNF19B	1
UBC_UBE2E1	RNF19B	1
UBA52_UBE2E2	RNF19B	1
UBC_UBE2Q2	RNF19B	1
RPS27A_UBE2D1	RNF19B	1
UBA52_UBE2G2	RNF19B	1
UBC_UBE2K	RNF19B	1
UBA52_UBE2NL	RNF19B	1
RPS27A_UBE2E1	RNF19B	1
UBB_UBE2J1	RNF19B	1
UBA52_UBE2E3	RNF19B	1
UBB_UBE2K	RNF19B	1
UBC_UBE2V2	RNF19B	1
UBB_UBE2W	RNF19B	1
UBC_UBE2L5	RNF19B	1
UBA52_UBE2R2	RNF19B	1
UBA52_UBE2K	RNF19B	1
UBB_UBE2N	RNF19B	1
UBB_UBE2V2	RNF19B	1
UBA52_UBE2Q2	RNF19B	1
UBA52_UBE2C	RNF19B	1
RPS27A_UBE2A	RNF19B	1
UBC_UBE2G1	RNF19B	1
UBB_UBE2Z	RNF19B	1
UBC_UBE2J2	RNF19B	1
RPS27A_UBE2E3	RNF19B	1
UBC_UBE2R2	RNF19B	1
RPS27A_UBE2Z	RNF19B	1
UBC_UBE2T	RNF19B	1
UBB_UBE2E1	RNF19B	1
UBA52_UBE2M	RNF19B	1
UBB_UBE2D1	RNF19B	1
UBC_UBE2D2	RNF19B	1
UBB_UBE2L3	RNF19B	1
RPS27A_UBE2J2	RNF19B	1
UBC_UBE2N	RNF19B	1
UBA52_UBE2D4	RNF19B	1
UBC_UBE2G2	RNF19B	1
RPS27A_UBE2W	RNF19B	1
BIRC6_UBC	RNF19B	1
RPS27A_UBE2E2	RNF19B	1
UBB_UBE2A	RNF19B	1
UBC_UBE2C	RNF19B	1
UBB_UBE2E3	RNF19B	1
UBB_UBE2NL	RNF19B	1
RPS27A_UBE2S	RNF19B	1
UBB_UBE2R2	RNF19B	1
UBC_UBE2Q1	RNF19B	1
UBA52_UBE2A	RNF19B	1
RPS27A_UBE2B	RNF19B	1
UBB_UBE2G1	RNF19B	1
UBB_UBE2Q2	RNF19B	1
RPS27A_UBE2Q2	RNF19B	1
UBB_UBE2T	RNF19B	1
UBC_UBE2D3	RNF19B	1
BIRC6_UBA52	RNF19B	1
UBA52_UBE2H	RNF19B	1
UBA52_UBE2D1	RNF19B	1
UBA52_UBE2I	RNF19B	1
UBA52_UBE2U	RNF19B	1
UBB_UBE2V1	RNF19B	1
RPS27A_UBE2C	RNF19B	1
UBA52_UBE2V2	RNF19B	1
UBA52_UBE2L3	RNF19B	1
RPS27A_UBE2D4	RNF19B	1
UBA52_UBE2D3	RNF19B	1
UBA52_UBE2J2	RNF19B	1
RPS27A_UBE2T	RNF19B	1
UBB_UBE2S	RNF19B	1
UBC_UBE2U	RNF19B	1
UBC_UBE2S	RNF19B	1
UBB_UBE2I	RNF19B	1
UBA52_UBE2L6	RNF19B	1
UBC_UBE2I	RNF19B	1
UBA52_UBE2D2	RNF19B	1
UBC_UBE2E3	RNF19B	1
RPS27A_UBE2Q1	RNF19B	1
RPS27A_UBE2M	RNF19B	1
UBC_UBE2D4	RNF19B	1
UBB_UBE2B	RNF19B	1
UBB_UBE2L5	RNF19B	1
BIRC6_RPS27A	RNF19B	1
UBC_UBE2NL	RNF19B	1
RPS27A_UBE2U	RNF19B	1
MASP1	C2	1
PRKACA	STK11	1
MAPK1	RGS19	1
UBB_UBE2G2	KMT2C	1
UBA52_UBE2G1	KMT2C	1
UBA52_UBE2V1	KMT2C	1
UBA52_UBE2S	KMT2C	1
UBB_UBE2H	KMT2C	1
UBC_UBE2V1	KMT2C	1
UBC_UBE2W	KMT2C	1
UBB_UBE2U	KMT2C	1
UBA52_UBE2T	KMT2C	1
RPS27A_UBE2I	KMT2C	1
UBA52_UBE2J1	KMT2C	1
UBA52_UBE2L5	KMT2C	1
UBC_UBE2J1	KMT2C	1
UBC_UBE2A	KMT2C	1
UBB_UBE2C	KMT2C	1
UBC_UBE2D1	KMT2C	1
UBB_UBE2Q1	KMT2C	1
RPS27A_UBE2G1	KMT2C	1
RPS27A_UBE2D2	KMT2C	1
UBC_UBE2B	KMT2C	1
UBB_UBE2E2	KMT2C	1
UBA52_UBE2Z	KMT2C	1
RPS27A_UBE2L3	KMT2C	1
UBA52_UBE2B	KMT2C	1
UBB_UBE2L6	KMT2C	1
UBC_UBE2H	KMT2C	1
UBB_UBE2J2	KMT2C	1
RPS27A_UBE2L6	KMT2C	1
UBB_UBE2D4	KMT2C	1
RPS27A_UBE2K	KMT2C	1
UBB_UBE2D3	KMT2C	1
RPS27A_UBE2N	KMT2C	1
UBA52_UBE2E1	KMT2C	1
RPS27A_UBE2V1	KMT2C	1
UBC_UBE2Z	KMT2C	1
RPS27A_UBE2H	KMT2C	1
RPS27A_UBE2L5	KMT2C	1
UBA52_UBE2N	KMT2C	1
RPS27A_UBE2D3	KMT2C	1
RPS27A_UBE2R2	KMT2C	1
UBC_UBE2E2	KMT2C	1
UBA52_UBE2W	KMT2C	1
UBC_UBE2L3	KMT2C	1
UBB_UBE2D2	KMT2C	1
UBB_UBE2M	KMT2C	1
RPS27A_UBE2V2	KMT2C	1
RPS27A_UBE2NL	KMT2C	1
BIRC6_UBB	KMT2C	1
UBC_UBE2L6	KMT2C	1
RPS27A_UBE2G2	KMT2C	1
UBA52_UBE2Q1	KMT2C	1
UBC_UBE2M	KMT2C	1
RPS27A_UBE2J1	KMT2C	1
UBC_UBE2E1	KMT2C	1
UBA52_UBE2E2	KMT2C	1
UBC_UBE2Q2	KMT2C	1
RPS27A_UBE2D1	KMT2C	1
UBA52_UBE2G2	KMT2C	1
